label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
0,0.0,1.0,0.0838457983427248,0.9749827263833742,0.20299623323667626,0.8599196757789119,0.36906383992152497,0.8101151049844981,0.5203247287870632,0.8160761145861414,0.06618286215496111,0.20150784331344773,0.5249060039495487,0.28408994566362417,0.7672452983098486,0.46161601854432527,0.9130056367742815,0.5936636160520509,0.07035703870048081,0.033571051804604304,0.5927500581232377,0.08291767503466146,0.8382014232092144,0.28678356374129527,0.9900580162719897,0.4676546007725787,0.12344062196111422,0.0,0.6198002511175549,0.03682295926370987,0.856272165874754,0.24489094395428496,1.0,0.42622279690948217,0.20724426326004194,0.06913637501288224,0.6135706040821232,0.1499740832291332,0.82051795905796,0.29743634653235634,0.9512958729197937,0.4119226791798218
0,0.0,1.0,0.19432810148424462,0.7947417724895796,0.35648111233051744,0.6062540683566923,0.5758033382737814,0.5949087507916875,0.7652275578094437,0.6664210546809664,0.13704419453863834,0.05608376548382193,0.570880609490525,0.09430312353219429,0.7995914586145257,0.30482629865987554,0.9646513923542097,0.4560331456156749,0.09799129791707038,0.0,0.6025376538010441,0.056123675760213626,0.8403938891796456,0.31269530310505034,1.0,0.5057795232914183,0.10184467018764198,0.06381562174301984,0.5893994770245004,0.0946434485021212,0.8287467064350986,0.3209162029520399,0.9892452229314753,0.4957605783290624,0.15010086278231793,0.21624294870883082,0.518948317630054,0.21790640656047808,0.7237302106222371,0.34737302908877543,0.8750632053568825,0.45407005985986076
0,0.0,0.747407131698971,0.05494635467045771,0.8216068944320795,0.10250915753060512,0.8422148296764094,0.14169053635961223,0.8979665969002815,0.1111588960374358,1.0,0.1888568690847856,0.2554282819084861,0.6126393830025927,0.41497604268502764,0.8049482576100017,0.5788038683744272,0.9296000196734673,0.7082457719975976,0.2560689865353853,0.06938652117578041,0.714789031339365,0.19993600606200523,0.8861512257272742,0.4291415445934091,0.9845681849586975,0.6221041901974848,0.32749874991509964,0.0,0.7608009384712311,0.11834616380668415,0.9190733972564882,0.34755653980680346,1.0,0.5386972712675082,0.39801415084396835,0.014514018635960035,0.7214395122853777,0.14316906716263927,0.8571136857069918,0.31917071134459873,0.9365090076375211,0.4563747416209418
0,0.3649460401184309,1.0,0.6805441718664036,0.8627425866769036,0.845067882523196,0.6261170412964259,0.9948768448148864,0.4268686596681782,1.0,0.19827031332879516,0.2536247931047928,0.3551402442728396,0.3498060123769409,0.0698580867861833,0.6627769445861929,0.07167335599920091,0.8560098811218498,0.19275986475628765,0.12156264085928285,0.35431705870601654,0.2821766219119531,0.0,0.6639062429687723,0.02324503497887365,0.8785335727953946,0.17293146821090152,0.03342963575859345,0.38080007715329395,0.19082308835452186,0.03274042613417534,0.5864459884607802,0.059826104491361276,0.803882702375931,0.1890855393309582,0.0,0.4531378031726787,0.20907657357295656,0.17199708671166022,0.5313096235301042,0.1649197248783677,0.7338276898801057,0.25167381941996003
0,0.32961182330140143,1.0,0.6868246181473702,0.7535366181842781,0.7643423433179313,0.5319093255611286,0.8926072351242013,0.37676230110338665,0.9890436116577677,0.25505636624824274,0.057210567074152195,0.3770675381423408,0.33246815134626023,0.042604832966598935,0.6846104195100879,0.03319772704521105,0.9338715885768714,0.11386065242544456,0.0,0.4065524061643837,0.34771496264498775,0.0,0.7692158228452246,0.027040338338716205,0.9972518442926183,0.13675906771307625,0.07484667102287036,0.44229736438896533,0.38981778449420657,0.0350407556208441,0.7998700810687639,0.06237376884021395,1.0,0.16604992451391273,0.2683945422246116,0.48852528766367187,0.5385060031073728,0.18349267637874955,0.8230602709649187,0.17662987566818394,0.9836261427104724,0.24207103486982054
0,0.2592070768232857,1.0,0.6320892660467151,0.7368749421954016,0.7336817073361378,0.508670030247711,0.8696622289233668,0.36127303726619786,0.979968867718398,0.2506517371484472,0.05593611497639714,0.3493892265263673,0.3540488116432641,0.03913704950432363,0.689003043508987,0.028080038497086648,0.930018170332302,0.09947956075953845,0.0,0.37930101127787114,0.3883768769608168,0.0,0.7805963067183862,0.02913522458599493,1.0,0.14132079860660657,0.06646994654779487,0.42057659815360476,0.41084742522450873,0.04135209067981932,0.7950992371189912,0.06531799357057685,0.9948806606592212,0.1694700280441531,0.24294961714441732,0.4704024550117285,0.5367488979099042,0.18344952704199982,0.8115392027443346,0.17080622595095935,0.9782781567928553,0.2279915392689526
0,0.20345307505757068,1.0,0.5576863949919604,0.7988207734533199,0.6754820902194414,0.5948219710236918,0.8380498572497156,0.4542599986503218,0.9687662118629257,0.3408865887225495,0.05643264473801968,0.35510699946877844,0.3889453138926432,0.034528444309290605,0.7254438730978667,0.06307838405807586,0.9404001018071902,0.17232656584897132,0.0,0.3773616230036192,0.4036871932964054,0.0,0.7992431596252374,0.06982633675045873,0.9891722567408824,0.20235587012970344,0.0701908085048767,0.42192906647667533,0.45398487907523744,0.04531050392066379,0.8368349971622288,0.11475417938865953,1.0,0.24320735366564197,0.2467452929522176,0.491626753301181,0.5509838817860595,0.2036501820570842,0.823261343439257,0.22632027210724912,0.9605456022825176,0.316883840895657
0,0.33597922394551516,1.0,0.6767397576039215,0.8142866423797797,0.8129736468478834,0.5778671681065785,0.9811792536970569,0.40358054158757756,1.0,0.22029169182565306,0.19277787907051444,0.3460067912098145,0.34170698812373745,0.0836694270612976,0.6938052945896295,0.05772622254830499,0.9696636956812215,0.12708033678527184,0.07550296231888255,0.36380713451637076,0.21782012033577117,0.03153569423390362,0.668761605240484,0.0,0.9822978326791724,0.08220418327622375,0.0,0.4000257236788133,0.167882091744013,0.06971027219788509,0.6177063799285042,0.057465604909962845,0.8892135522221835,0.1378665011190927,0.014821401890012763,0.4640843204076821,0.2767456815834666,0.20182056279427354,0.6353346949710021,0.17502623967585912,0.8846960570650367,0.22384594625938245
0,0.36213930043621195,1.0,0.6893584921464376,0.7164111377197689,0.7964980164406864,0.5040522910323426,0.9421251834457359,0.3482035472172944,0.9783870079098329,0.22593632123876692,0.060048284055872155,0.2902953806605275,0.44003345863740284,0.05681585757121625,0.7486032834231053,0.07546868981732818,0.9483672675117084,0.1548250014823096,0.0,0.2981781392369172,0.4607396628961021,0.0,0.7974093882179935,0.04585497645714735,0.9967116439438822,0.16381534104440376,0.0547665887335102,0.32809685757956497,0.4955837979288326,0.02509702394255329,0.8242579757206621,0.0792517771378676,1.0,0.18921630555729205,0.2054643551459962,0.37789661018797166,0.5681185420895694,0.1546862391633358,0.806573112672946,0.17728931771348946,0.9617297821748005,0.24851522374988913
0,0.3502375468055066,1.0,0.6895904919090375,0.7096842051852914,0.7966851752633591,0.4945729128579663,0.9497998048412385,0.33490625288991416,1.0,0.19729600877451817,0.060832336832159675,0.29517391497675927,0.41285771975186175,0.053057919039938804,0.7239872432172271,0.0713752076759939,0.9193745826681827,0.15808541715561247,0.0,0.30540908272113,0.43494486288130785,0.0,0.7711407772983511,0.050155115360598995,0.9622443963058058,0.1710407255454271,0.0528475502793796,0.3342584938356227,0.45972425104330505,0.02237147503218745,0.7941901531966229,0.07408079929444493,0.9716523602935403,0.18660065530636205,0.20131534235547402,0.38274247158324964,0.5409609864074758,0.15464093501504325,0.7839571345760628,0.1757508457303925,0.9428810099864376,0.2510441700275677
0,0.30155859907579075,1.0,0.6445280580870344,0.7075135232042731,0.7715536534568651,0.49835461776707707,0.9399361460702239,0.35513643040667814,0.9921374298220684,0.22817806356750095,0.05415577675285584,0.2760938280927895,0.42984068757861493,0.05021228636903808,0.7429958828800325,0.063622968071685,0.9374598489423601,0.143959746384341,0.0,0.28712197205053863,0.4583575948040052,0.0,0.8061418441075775,0.04470325512740463,1.0,0.16249075191155693,0.05106641950563748,0.3157961202491646,0.47521158524346385,0.025508279886459772,0.8225217867159891,0.0705200851979702,0.9969986307756454,0.17227267345010408,0.2034470653591456,0.35852901776479446,0.5740686554284944,0.1475260774932509,0.8179425648569081,0.16658831966072984,0.9627526157694035,0.23570578643347392
0,0.38535174984294474,1.0,0.7070397172300105,0.6912709308370215,0.7958017952394673,0.4745704922337946,0.9435854177087961,0.32298201139332083,1.0,0.19454984467181619,0.06075724138548052,0.2847529733250639,0.4044787484912994,0.04277207228284329,0.72385027608545,0.04290113807051149,0.9354303728382382,0.10707501152783307,0.0,0.29939107513505453,0.4324092941582416,0.0,0.7866866488392155,0.024198695881637984,0.9956091766539337,0.13470983623020602,0.053541660142994864,0.3266117852088162,0.45095321719775006,0.022797330792797946,0.8076032719087723,0.052937276676311616,0.9949105617288282,0.15141458381896644,0.21294321368848346,0.35990286664803145,0.5577726906935935,0.12829187460007344,0.8110031466487849,0.13235808603458343,0.9720499141921608,0.1975902544900565
0,0.35116693965439977,1.0,0.6862575463397487,0.7129192830016668,0.7839609893679551,0.5010751627298108,0.9304530266345696,0.3495839441824937,0.974703915097703,0.2368175345420925,0.050420793900871695,0.28490583682652687,0.4055838765586344,0.042039658182921436,0.7274430595302729,0.057347235356013,0.9324273921128888,0.1351189586398179,0.0,0.2957137814262295,0.44995750362362547,0.0,0.7969827879087881,0.037595863614943624,0.9932913552043684,0.15268525594794122,0.05822684112630673,0.3233106970962965,0.4812382140776968,0.03430096043397099,0.8237222233660897,0.0712845600430644,1.0,0.17485023422927984,0.2211935258264206,0.37199782465896647,0.5726018141074332,0.1491416164820519,0.8233035057399607,0.14936928216935058,0.9791205869739237,0.21077816555911458
0,0.21378993136496957,1.0,0.5917298870246547,0.7655351501071397,0.736070496969554,0.567274623020173,0.9292731158808752,0.44932556114701455,1.0,0.33512712280629153,0.05676086524596678,0.2926675744821792,0.4006872355367755,0.03913184159562523,0.7321623182076599,0.06388951396247547,0.9192163823102996,0.17728938030387723,0.0,0.3150489249792803,0.43070670081697127,0.0,0.8136225240537356,0.05941105970784155,0.9707830226167081,0.19458463286505762,0.06309913030819864,0.3577840668880373,0.4898763821922686,0.04250685868615224,0.8636901705744766,0.11481678828283413,0.9846547396334351,0.23316677914740994,0.21798365909891196,0.4187574898728816,0.6133712409583331,0.1897890860767184,0.8563171670197761,0.22880701032697837,0.9468073596267073,0.32086985463491485
0,0.25469522606984796,1.0,0.6260721072872434,0.7653783207965826,0.7520313642405825,0.5648188421447695,0.9300780961578013,0.43959312232750536,0.9698717559022821,0.32914113978050247,0.05170886151132801,0.29156345850919513,0.42487166622761013,0.03415345204454301,0.756497279363622,0.07661316354025124,0.9318307119213974,0.19325615674896626,0.0,0.3119213576398627,0.4682018854041544,0.0,0.8400123494833923,0.0753763893317661,0.9825650310239427,0.21937013374428405,0.07312946204280767,0.35619667997153875,0.5273930501430486,0.04641055828752219,0.8905154942693226,0.13346297550735708,1.0,0.26198102055601885,0.2350171674589482,0.4225674850849303,0.6338599449327638,0.19628723596383343,0.8797322896599047,0.2417966386634723,0.9698931846550565,0.33866531655649645
0,0.19172719805658398,1.0,0.5578822015651228,0.8655511224623021,0.7302548281376094,0.6988668161321546,0.9061603919290412,0.5602186505712544,1.0,0.4166174187792365,0.0794493669206991,0.3626455160132109,0.37507726285178045,0.03641870335085641,0.7119773669945775,0.11600777364031772,0.8841534946305819,0.2717696435643695,0.0,0.3690873806474166,0.4198010437339366,0.0,0.7784253730399252,0.1097509498864238,0.922058991920566,0.2814900976331872,0.029865078835772215,0.4168930837683469,0.43709928881974874,0.021123316029390736,0.7989404958762135,0.12872105999801162,0.934726725360797,0.2893263222883539,0.14553770778253,0.48710657296866416,0.5096908920365937,0.21194923878612015,0.7830660484236002,0.2810069491413763,0.9089864575566805,0.4046692562016816
